onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.034	1.8	no_response	n/a	1.0	n/a	v	TR
5.839	2.0	1-back	1.0	1.0	0.729	v	BL
7.862	2.0	1-back	0.0	1.0	0.459	p	TR
9.885	2.0	1-back	0.0	1.0	0.802	g	BL
11.908	2.0	1-back	1.0	1.0	0.588	g	TL
13.931	2.0	1-back	0.0	1.0	0.383	z	BR
15.954	2.0	1-back	0.0	1.0	0.481	l	TL
17.977	2.0	1-back	0.0	1.0	0.489	t	BL
20.0	2.0	1-back	1.0	1.0	0.585	t	TR
22.023	2.0	1-back	0.0	1.0	0.261	s	BR
24.046	2.0	1-back	0.0	1.0	0.469	l	TL
26.069	2.0	1-back	0.0	1.0	0.482	x	BR
28.092	2.0	1-back	1.0	1.0	0.38	x	TR
30.115	2.0	1-back	1.0	0.0	0.381	x	TL
32.138	2.0	1-back	0.0	0.0	0.397	s	TR
34.161	2.0	1-back	1.0	1.0	0.494	s	BL
36.184	2.0	1-back	0.0	1.0	0.266	n	TR
38.207	2.0	1-back	0.0	1.0	0.436	r	TL
40.23	2.0	1-back	0.0	1.0	0.388	s	TR
42.253	2.0	1-back	0.0	1.0	0.317	t	BL
44.276	2.0	1-back	1.0	0.0	0.385	t	TR
46.299	2.0	1-back	0.0	1.0	0.37	l	BR
48.322	2.0	1-back	0.0	1.0	0.389	r	BL
50.345	2.0	1-back	0.0	0.0	0.398	f	TL
52.367	2.0	1-back	1.0	0.0	0.105	f	BL
54.39	2.0	1-back	0.0	0.0	0.299	z	BR
56.413	2.0	1-back	1.0	0.0	0.335	z	BL
58.436	2.0	1-back	0.0	1.0	0.387	c	TL
60.459	2.0	1-back	1.0	0.0	0.297	c	TR
62.482	2.0	1-back	0.0	1.0	0.602	p	BR
64.505	2.0	1-back	1.0	1.0	1.019	p	BL
66.528	2.0	1-back	0.0	1.0	0.793	n	TL
68.551	2.0	1-back	1.0	1.0	0.572	n	TR
70.574	2.0	1-back	0.0	1.0	0.598	f	BL
72.597	2.0	1-back	1.0	1.0	0.758	f	BR
74.62	2.0	1-back	0.0	1.0	0.465	l	TL
76.643	2.0	1-back	0.0	1.0	0.774	r	BR
78.666	2.0	1-back	1.0	1.0	0.648	r	TL
80.689	2.0	1-back	0.0	1.0	0.596	z	BR
82.712	2.0	1-back	0.0	1.0	0.667	n	BL
84.735	2.0	1-back	0.0	1.0	0.809	c	TL
86.758	2.0	1-back	1.0	1.0	0.712	c	TR
88.781	2.0	1-back	0.0	1.0	0.616	v	BR
90.804	2.0	1-back	1.0	1.0	0.545	v	TL
92.827	2.0	1-back	0.0	1.0	0.62	x	TR
94.85	2.0	1-back	0.0	1.0	0.579	g	BR
96.873	2.0	1-back	0.0	0.0	0.887	p	BL
98.896	2.0	1-back	0.0	1.0	0.646	g	BR
104.95	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
107.006	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
109.063	2.0	baseline	1.0	1.0	0.588	redcross.bmp	n/a
111.119	2.0	baseline	1.0	1.0	0.433	redcross.bmp	n/a
113.175	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
115.232	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
117.288	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
119.345	2.0	baseline	1.0	1.0	0.464	redcross.bmp	n/a
121.401	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
123.457	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
125.514	2.0	baseline	1.0	1.0	0.51	redcross.bmp	n/a
127.57	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
133.62	1.8	no_response	n/a	1.0	n/a	c	TR
135.426	1.8	no_response	n/a	1.0	n/a	g	BL
137.232	2.0	2-back	1.0	1.0	0.839	c	BL
139.255	2.0	2-back	0.0	1.0	0.721	p	TR
141.278	2.0	2-back	0.0	1.0	0.603	v	TL
143.301	2.0	2-back	1.0	1.0	0.498	p	TL
145.324	2.0	2-back	0.0	1.0	0.505	s	BL
147.347	2.0	2-back	0.0	1.0	0.509	x	TR
149.37	2.0	2-back	1.0	1.0	0.46	s	TR
151.393	2.0	2-back	1.0	1.0	0.597	x	TL
153.415	2.0	2-back	0.0	1.0	0.428	n	BR
155.438	2.0	2-back	0.0	0.0	0.599	f	BL
157.461	2.0	2-back	1.0	1.0	0.543	n	TL
159.484	2.0	2-back	0.0	1.0	0.373	t	TL
161.507	2.0	2-back	0.0	1.0	0.456	l	TR
163.53	2.0	2-back	0.0	1.0	0.583	r	BR
165.553	2.0	2-back	1.0	1.0	0.595	l	TL
167.576	2.0	2-back	0.0	1.0	0.565	z	TL
169.599	2.0	2-back	0.0	0.0	0.525	v	BL
171.622	2.0	2-back	0.0	0.0	0.681	t	BR
173.645	2.0	2-back	0.0	1.0	0.47	g	TL
175.668	2.0	2-back	1.0	0.0	n/a	t	BL
177.691	2.0	2-back	0.0	1.0	0.404	f	BR
179.714	2.0	2-back	0.0	1.0	0.525	r	BR
181.737	2.0	2-back	1.0	1.0	0.488	f	TR
183.76	2.0	2-back	0.0	1.0	0.426	z	BL
185.783	2.0	2-back	0.0	1.0	0.458	c	BR
187.806	2.0	2-back	0.0	1.0	0.528	g	TR
189.829	2.0	2-back	1.0	0.0	0.475	c	BL
191.852	2.0	2-back	0.0	1.0	0.449	p	BR
193.875	2.0	2-back	0.0	0.0	0.481	v	BR
195.898	2.0	2-back	1.0	1.0	0.611	p	TR
197.921	2.0	2-back	0.0	1.0	0.427	s	TL
199.944	2.0	2-back	0.0	1.0	0.445	t	BR
201.967	2.0	2-back	1.0	1.0	0.419	s	TR
203.99	2.0	2-back	0.0	1.0	0.556	r	TL
206.013	2.0	2-back	0.0	1.0	0.452	z	BL
208.036	2.0	2-back	1.0	0.0	0.599	r	TR
