onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.025	1.8	no_response	n/a	1.0	n/a	l	TR
5.824	2.0	1-back	1.0	1.0	0.551	l	BL
7.84	2.0	1-back	0.0	1.0	0.891	s	TR
9.855	2.0	1-back	0.0	1.0	0.632	z	BL
11.871	2.0	1-back	0.0	1.0	0.652	t	TL
13.887	2.0	1-back	0.0	1.0	0.507	x	BR
15.903	2.0	1-back	1.0	1.0	0.553	x	TL
17.918	2.0	1-back	0.0	1.0	0.521	n	BL
19.934	2.0	1-back	0.0	1.0	0.585	s	TR
21.95	2.0	1-back	0.0	1.0	0.521	l	BR
23.965	2.0	1-back	1.0	1.0	0.666	l	TL
25.981	2.0	1-back	0.0	1.0	0.56	g	BR
27.997	2.0	1-back	1.0	1.0	0.649	g	TR
30.013	2.0	1-back	0.0	1.0	0.498	r	TL
32.028	2.0	1-back	1.0	1.0	0.532	r	TR
34.044	2.0	1-back	0.0	1.0	0.506	x	BL
36.06	2.0	1-back	0.0	1.0	0.886	p	TR
38.075	2.0	1-back	1.0	1.0	0.697	p	TL
40.091	2.0	1-back	0.0	1.0	0.553	c	TR
42.107	2.0	1-back	0.0	1.0	0.541	r	BL
44.123	2.0	1-back	0.0	1.0	0.629	f	TR
46.138	2.0	1-back	1.0	1.0	0.612	f	BR
48.154	2.0	1-back	1.0	1.0	0.66	f	BL
50.17	2.0	1-back	0.0	1.0	0.575	c	TL
52.185	2.0	1-back	0.0	1.0	0.616	z	BL
54.201	2.0	1-back	1.0	1.0	0.704	z	BR
56.217	2.0	1-back	0.0	1.0	0.694	v	BL
58.233	2.0	1-back	0.0	0.0	0.946	p	TL
60.248	2.0	1-back	1.0	1.0	0.784	p	TR
62.264	2.0	1-back	0.0	1.0	0.821	n	BR
64.28	2.0	1-back	0.0	1.0	0.595	s	BL
66.296	2.0	1-back	1.0	1.0	0.698	s	TL
68.311	2.0	1-back	0.0	1.0	0.577	z	TR
70.327	2.0	1-back	0.0	1.0	0.728	v	BL
72.343	2.0	1-back	0.0	1.0	0.685	t	BR
74.358	2.0	1-back	1.0	1.0	0.63	t	TL
76.374	2.0	1-back	1.0	1.0	1.062	t	BR
78.39	2.0	1-back	0.0	1.0	0.726	g	TL
80.406	2.0	1-back	0.0	1.0	1.01	x	BR
82.421	2.0	1-back	0.0	1.0	0.705	g	BL
84.437	2.0	1-back	0.0	1.0	0.603	c	TL
86.453	2.0	1-back	1.0	1.0	0.575	c	TR
88.468	2.0	1-back	0.0	1.0	0.648	v	BR
90.484	2.0	1-back	1.0	0.0	0.46	v	TL
92.5	2.0	1-back	0.0	1.0	0.818	f	TR
94.516	2.0	1-back	0.0	0.0	0.976	r	BR
96.531	2.0	1-back	0.0	1.0	0.572	n	BL
98.547	2.0	1-back	1.0	1.0	0.678	n	BR
104.611	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
106.66	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
108.709	2.0	baseline	1.0	1.0	0.439	redcross.bmp	n/a
110.758	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
112.807	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.856	2.0	baseline	1.0	1.0	0.354	redcross.bmp	n/a
116.905	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
118.954	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
121.003	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
123.052	2.0	baseline	1.0	1.0	0.362	redcross.bmp	n/a
