onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.083	1.8	no_response	n/a	1.0	n/a	z	TR
5.889	1.8	no_response	n/a	1.0	n/a	n	BL
7.695	2.0	2-back	0.0	0.0	1.071	g	BL
9.718	2.0	2-back	0.0	1.0	0.775	p	TR
11.741	2.0	2-back	1.0	0.0	0.8	g	TL
13.764	2.0	2-back	0.0	1.0	0.578	s	TL
15.787	2.0	2-back	0.0	0.0	0.422	f	BL
17.81	2.0	2-back	1.0	0.0	0.513	s	TR
19.833	2.0	2-back	1.0	0.0	0.392	f	TR
21.856	2.0	2-back	0.0	1.0	0.452	c	TL
23.879	2.0	2-back	0.0	1.0	0.505	x	BR
25.902	2.0	2-back	1.0	0.0	0.284	c	BL
27.924	2.0	2-back	0.0	1.0	0.448	l	TL
29.947	2.0	2-back	0.0	1.0	0.468	v	TL
31.97	2.0	2-back	0.0	1.0	0.328	p	TR
33.993	2.0	2-back	1.0	0.0	0.353	v	BR
36.016	2.0	2-back	0.0	1.0	0.356	c	TL
38.039	2.0	2-back	0.0	0.0	0.442	s	TL
40.062	2.0	2-back	0.0	1.0	0.276	t	BL
42.085	2.0	2-back	0.0	1.0	0.23	x	BR
44.108	2.0	2-back	1.0	0.0	0.214	t	TL
46.131	2.0	2-back	0.0	1.0	0.029	r	BL
48.154	2.0	2-back	0.0	1.0	0.08	n	BR
50.177	2.0	2-back	1.0	0.0	n/a	r	BR
52.2	2.0	2-back	0.0	1.0	0.012	l	TR
54.223	2.0	2-back	0.0	0.0	n/a	v	BL
56.246	2.0	2-back	1.0	0.0	n/a	l	BR
58.269	2.0	2-back	1.0	0.0	n/a	v	TR
60.292	2.0	2-back	0.0	1.0	0.101	s	BL
62.315	2.0	2-back	0.0	1.0	0.337	t	BR
64.338	2.0	2-back	0.0	1.0	0.092	c	BR
66.361	2.0	2-back	1.0	0.0	0.355	t	TR
68.384	2.0	2-back	0.0	1.0	0.234	n	TL
70.407	2.0	2-back	0.0	1.0	0.284	l	BR
72.43	2.0	2-back	1.0	0.0	0.361	n	TR
74.453	2.0	2-back	0.0	1.0	0.325	p	TL
76.476	2.0	2-back	0.0	1.0	0.27	x	BL
78.499	2.0	2-back	1.0	0.0	0.296	p	TR
80.522	2.0	2-back	0.0	1.0	0.269	f	BR
82.545	2.0	2-back	0.0	0.0	0.196	z	TL
84.568	2.0	2-back	1.0	0.0	0.123	f	TR
86.591	2.0	2-back	0.0	1.0	0.265	r	BL
88.614	2.0	2-back	0.0	1.0	0.274	x	BR
90.637	2.0	2-back	1.0	0.0	0.188	r	TR
92.66	2.0	2-back	0.0	1.0	0.834	g	BL
94.683	2.0	2-back	0.0	1.0	1.004	z	BL
96.706	2.0	2-back	1.0	0.0	0.949	g	TL
98.729	2.0	2-back	1.0	1.0	0.91	z	BR
104.816	2.0	baseline	n/a	0.0	0.567	blackcross.bmp	n/a
106.873	2.0	baseline	1.0	1.0	0.403	redcross.bmp	n/a
