onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.034	1.8	no_response	n/a	1.0	n/a	z	TR
5.839	1.8	no_response	n/a	0.0	1.032	n	BL
7.645	2.0	2-back	0.0	0.0	n/a	g	BL
9.668	2.0	2-back	0.0	1.0	0.601	p	TR
11.691	2.0	2-back	1.0	0.0	0.767	g	TL
13.714	2.0	2-back	0.0	0.0	0.498	s	TL
15.737	2.0	2-back	0.0	1.0	0.43	f	BL
17.76	2.0	2-back	1.0	1.0	0.636	s	TR
19.783	2.0	2-back	1.0	1.0	0.727	f	TR
21.806	2.0	2-back	0.0	1.0	0.73	c	TL
23.829	2.0	2-back	0.0	1.0	0.793	x	BR
25.852	2.0	2-back	1.0	1.0	0.903	c	BL
27.875	2.0	2-back	0.0	1.0	0.56	l	TL
29.898	2.0	2-back	0.0	1.0	0.586	v	TL
31.921	2.0	2-back	0.0	1.0	0.606	p	TR
33.944	2.0	2-back	1.0	1.0	0.526	v	BR
35.967	2.0	2-back	0.0	1.0	0.399	c	TL
37.99	2.0	2-back	0.0	1.0	0.487	s	TL
40.012	2.0	2-back	0.0	0.0	0.522	t	BL
42.035	2.0	2-back	0.0	1.0	0.327	x	BR
44.058	2.0	2-back	1.0	0.0	0.545	t	TL
46.081	2.0	2-back	0.0	1.0	0.484	r	BL
48.104	2.0	2-back	0.0	0.0	0.552	n	BR
50.127	2.0	2-back	1.0	1.0	0.752	r	BR
52.15	2.0	2-back	0.0	1.0	0.655	l	TR
54.173	2.0	2-back	0.0	0.0	0.722	v	BL
56.196	2.0	2-back	1.0	0.0	0.427	l	BR
58.219	2.0	2-back	1.0	0.0	0.684	v	TR
60.242	2.0	2-back	0.0	1.0	1.002	s	BL
62.265	2.0	2-back	0.0	1.0	0.664	t	BR
64.288	2.0	2-back	0.0	1.0	0.631	c	BR
66.311	2.0	2-back	1.0	1.0	0.533	t	TR
68.334	2.0	2-back	0.0	0.0	0.754	n	TL
70.357	2.0	2-back	0.0	1.0	0.506	l	BR
72.38	2.0	2-back	1.0	0.0	0.735	n	TR
74.403	2.0	2-back	0.0	1.0	0.757	p	TL
76.426	2.0	2-back	0.0	1.0	0.783	x	BL
78.449	2.0	2-back	1.0	1.0	0.598	p	TR
80.472	2.0	2-back	0.0	1.0	0.587	f	BR
82.495	2.0	2-back	0.0	0.0	0.604	z	TL
84.518	2.0	2-back	1.0	0.0	0.455	f	TR
86.541	2.0	2-back	0.0	1.0	0.784	r	BL
88.564	2.0	2-back	0.0	1.0	0.733	x	BR
90.587	2.0	2-back	1.0	0.0	0.806	r	TR
92.61	2.0	2-back	0.0	0.0	0.871	g	BL
94.633	2.0	2-back	0.0	1.0	0.382	z	BL
96.656	2.0	2-back	1.0	0.0	0.61	g	TL
98.679	2.0	2-back	1.0	1.0	0.456	z	BR
104.733	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
106.789	2.0	baseline	1.0	1.0	0.405	redcross.bmp	n/a
108.845	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
110.902	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
112.958	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
115.015	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
117.071	2.0	baseline	1.0	1.0	0.524	redcross.bmp	n/a
119.127	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
121.184	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
123.24	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
125.297	2.0	baseline	1.0	1.0	0.488	redcross.bmp	n/a
127.353	2.0	baseline	1.0	1.0	0.441	redcross.bmp	n/a
133.42	1.8	no_response	n/a	1.0	n/a	l	TR
135.226	2.0	1-back	1.0	1.0	0.788	l	BL
137.249	2.0	1-back	0.0	1.0	1.166	s	TR
139.272	2.0	1-back	0.0	1.0	0.652	z	BL
141.295	2.0	1-back	0.0	0.0	0.666	t	TL
143.318	2.0	1-back	0.0	0.0	0.511	x	BR
145.341	2.0	1-back	1.0	0.0	0.304	x	TL
